Aaron's Farm,22/01/2018,D4,0.00,0.00,NaN
Aaron's Farm,23/01/2018,D4,0.00,0.00,NaN
Aaron's Farm,24/01/2018,D4,0.00,0.00,NaN
Aaron's Farm,25/01/2018,D4,0.00,0.00,NaN
Aaron's Farm,26/01/2018,D4,0.00,0.00,NaN
Aaron's Farm,27/01/2018,D4,0.00,0.00,NaN
Aaron's Farm,28/01/2018,D4,0.00,0.00,NaN
Aaron's Farm,29/01/2018,D4,0.00,0.00,NaN
Aaron's Farm,01/01/2018,Set 3,0.00,0.00,NaN
Aaron's Farm,02/01/2018,Set 3,0.00,0.00,NaN
Aaron's Farm,03/01/2018,Set 3,0.00,0.00,NaN
Aaron's Farm,04/01/2018,Set 3,0.00,0.00,NaN
Aaron's Farm,05/01/2018,Set 3,0.00,0.00,NaN
Aaron's Farm,06/01/2018,Set 3,0.00,0.00,NaN
Aaron's Farm,07/01/2018,Set 3,0.00,0.00,NaN
Aaron's Farm,08/01/2018,Set 3,0.00,0.00,NaN
Aaron's Farm,09/01/2018,Set 3,0.00,0.00,NaN
Aaron's Farm,10/01/2018,Set 3,0.00,0.00,NaN
Aaron's Farm,11/01/2018,Set 3,0.00,0.00,NaN
Aaron's Farm,12/01/2018,Set 3,0.00,0.00,NaN
Aaron's Farm,13/01/2018,Set 3,0.00,0.00,NaN
Aaron's Farm,14/01/2018,Set 3,0.00,0.00,NaN
Aaron's Farm,15/01/2018,Set 3,0.00,0.00,NaN
Aaron's Farm,16/01/2018,Set 3,0.00,0.00,NaN
Aaron's Farm,17/01/2018,Set 3,0.00,0.00,NaN
Aaron's Farm,18/01/2018,Set 3,0.00,0.00,NaN
Aaron's Farm,19/01/2018,Set 3,0.00,0.00,NaN
Aaron's Farm,20/01/2018,Set 3,0.00,0.00,NaN
Aaron's Farm,21/01/2018,Set 3,0.00,0.00,NaN
Aaron's Farm,22/01/2018,Set 3,0.00,0.00,NaN
Aaron's Farm,23/01/2018,Set 3,0.00,0.00,NaN
Aaron's Farm,24/01/2018,Set 3,0.00,0.00,NaN
Aaron's Farm,25/01/2018,Set 3,0.00,0.00,NaN
Aaron's Farm,26/01/2018,Set 3,0.00,0.00,NaN
Aaron's Farm,27/01/2018,Set 3,0.00,0.00,NaN
Aaron's Farm,28/01/2018,Set 3,0.00,0.00,NaN
Aaron's Farm,29/01/2018,Set 3,0.00,0.00,NaN
Aaron's Farm,01/01/2018,Set 4,0.00,0.00,NaN
Aaron's Farm,02/01/2018,Set 4,0.00,0.00,NaN
Aaron's Farm,03/01/2018,Set 4,0.00,0.00,NaN
Aaron's Farm,04/01/2018,Set 4,0.00,0.00,NaN
Aaron's Farm,05/01/2018,Set 4,0.00,0.00,NaN
Aaron's Farm,06/01/2018,Set 4,0.00,0.00,NaN
Aaron's Farm,07/01/2018,Set 4,0.00,0.00,NaN
Aaron's Farm,08/01/2018,Set 4,0.00,0.00,NaN
Aaron's Farm,09/01/2018,Set 4,0.00,0.00,NaN
Aaron's Farm,10/01/2018,Set 4,0.00,0.00,NaN
Aaron's Farm,11/01/2018,Set 4,0.00,0.00,NaN
Aaron's Farm,12/01/2018,Set 4,0.00,0.00,NaN
Aaron's Farm,13/01/2018,Set 4,0.00,0.00,NaN
Aaron's Farm,14/01/2018,Set 4,0.00,0.00,NaN
Aaron's Farm,15/01/2018,Set 4,0.00,0.00,NaN
Aaron's Farm,16/01/2018,Set 4,0.00,0.00,NaN
Aaron's Farm,17/01/2018,Set 4,0.00,0.00,NaN
Aaron's Farm,18/01/2018,Set 4,0.00,0.00,NaN
Aaron's Farm,19/01/2018,Set 4,0.00,0.00,NaN
Aaron's Farm,20/01/2018,Set 4,0.00,0.00,NaN
Aaron's Farm,21/01/2018,Set 4,0.00,0.00,NaN
Aaron's Farm,22/01/2018,Set 4,0.00,0.00,NaN
Aaron's Farm,23/01/2018,Set 4,0.00,0.00,NaN
Aaron's Farm,24/01/2018,Set 4,0.00,0.00,NaN
Aaron's Farm,25/01/2018,Set 4,0.00,0.00,NaN
Aaron's Farm,26/01/2018,Set 4,0.00,0.00,NaN
Aaron's Farm,27/01/2018,Set 4,0.00,0.00,NaN
Aaron's Farm,28/01/2018,Set 4,0.00,0.00,NaN
Aaron's Farm,29/01/2018,Set 4,0.00,0.00,NaN
Aaron's Farm,01/01/2018,Set 5,0.00,0.00,NaN
Aaron's Farm,02/01/2018,Set 5,0.00,0.00,NaN
Aaron's Farm,03/01/2018,Set 5,0.00,0.00,NaN
Aaron's Farm,04/01/2018,Set 5,0.00,0.00,NaN
Aaron's Farm,05/01/2018,Set 5,0.00,0.00,NaN
Aaron's Farm,06/01/2018,Set 5,0.00,0.00,NaN
Aaron's Farm,07/01/2018,Set 5,0.00,0.00,NaN
Aaron's Farm,08/01/2018,Set 5,0.00,0.00,NaN
Aaron's Farm,09/01/2018,Set 5,0.00,0.00,NaN
Aaron's Farm,10/01/2018,Set 5,0.00,0.00,NaN
Aaron's Farm,11/01/2018,Set 5,0.00,0.00,NaN
Aaron's Farm,12/01/2018,Set 5,0.00,0.00,NaN
Aaron's Farm,13/01/2018,Set 5,0.00,0.00,NaN
Aaron's Farm,14/01/2018,Set 5,0.00,0.00,NaN
Aaron's Farm,15/01/2018,Set 5,0.00,0.00,NaN
Aaron's Farm,16/01/2018,Set 5,0.00,0.00,NaN
Aaron's Farm,17/01/2018,Set 5,0.00,0.00,NaN
Aaron's Farm,18/01/2018,Set 5,0.00,0.00,NaN
Aaron's Farm,19/01/2018,Set 5,0.00,0.00,NaN
Aaron's Farm,20/01/2018,Set 5,0.00,0.00,NaN
Aaron's Farm,21/01/2018,Set 5,0.00,0.00,NaN
Aaron's Farm,22/01/2018,Set 5,0.00,0.00,NaN
Aaron's Farm,23/01/2018,Set 5,0.00,0.00,NaN
Aaron's Farm,24/01/2018,Set 5,0.00,0.00,NaN
Aaron's Farm,25/01/2018,Set 5,0.00,0.00,NaN
Aaron's Farm,26/01/2018,Set 5,0.00,0.00,NaN
Aaron's Farm,27/01/2018,Set 5,0.00,0.00,NaN
Aaron's Farm,28/01/2018,Set 5,0.00,0.00,NaN
Aaron's Farm,29/01/2018,Set 5,0.00,0.00,NaN
Aaron's Farm,01/01/2018,Set 6,0.00,0.00,NaN
Aaron's Farm,02/01/2018,Set 6,0.00,0.00,NaN
Aaron's Farm,03/01/2018,Set 6,0.00,0.00,NaN
Aaron's Farm,04/01/2018,Set 6,0.00,0.00,NaN
Aaron's Farm,05/01/2018,Set 6,0.00,0.00,NaN
Aaron's Farm,06/01/2018,Set 6,0.00,0.00,NaN
Aaron's Farm,07/01/2018,Set 6,0.00,0.00,NaN
Aaron's Farm,08/01/2018,Set 6,0.00,0.00,NaN
Aaron's Farm,09/01/2018,Set 6,0.00,0.00,NaN
Aaron's Farm,10/01/2018,Set 6,0.00,0.00,NaN
Aaron's Farm,11/01/2018,Set 6,0.00,0.00,NaN
Aaron's Farm,12/01/2018,Set 6,0.00,0.00,NaN
Aaron's Farm,13/01/2018,Set 6,0.00,0.00,NaN
Aaron's Farm,14/01/2018,Set 6,0.00,0.00,NaN
Aaron's Farm,15/01/2018,Set 6,0.00,0.00,NaN
Aaron's Farm,16/01/2018,Set 6,0.00,0.00,NaN
Aaron's Farm,17/01/2018,Set 6,0.00,0.00,NaN
Aaron's Farm,18/01/2018,Set 6,0.00,0.00,NaN
Aaron's Farm,19/01/2018,Set 6,0.00,0.00,NaN
Aaron's Farm,20/01/2018,Set 6,0.00,0.00,NaN
Aaron's Farm,21/01/2018,Set 6,0.00,0.00,NaN
Aaron's Farm,22/01/2018,Set 6,0.00,0.00,NaN
Aaron's Farm,23/01/2018,Set 6,0.00,0.00,NaN
Aaron's Farm,24/01/2018,Set 6,0.00,0.00,NaN
Aaron's Farm,25/01/2018,Set 6,0.00,0.00,NaN
Aaron's Farm,26/01/2018,Set 6,0.00,0.00,NaN
Aaron's Farm,27/01/2018,Set 6,0.00,0.00,NaN
Aaron's Farm,28/01/2018,Set 6,0.00,0.00,NaN
Aaron's Farm,29/01/2018,Set 6,0.00,0.00,NaN
Aaron's Farm,01/01/2018,Set 7,0.00,0.00,NaN
Aaron's Farm,02/01/2018,Set 7,0.00,0.00,NaN
Aaron's Farm,03/01/2018,Set 7,0.00,0.00,NaN
Aaron's Farm,04/01/2018,Set 7,0.00,0.00,NaN
Aaron's Farm,05/01/2018,Set 7,0.00,0.00,NaN
Aaron's Farm,06/01/2018,Set 7,0.00,0.00,NaN
Aaron's Farm,07/01/2018,Set 7,0.00,0.00,NaN
Aaron's Farm,08/01/2018,Set 7,0.00,0.00,NaN
Aaron's Farm,09/01/2018,Set 7,0.00,0.00,NaN
Aaron's Farm,10/01/2018,Set 7,0.00,0.00,NaN
Aaron's Farm,11/01/2018,Set 7,0.00,0.00,NaN
Aaron's Farm,12/01/2018,Set 7,0.00,0.00,NaN
Aaron's Farm,13/01/2018,Set 7,0.00,0.00,NaN
Aaron's Farm,14/01/2018,Set 7,0.00,0.00,NaN
Aaron's Farm,15/01/2018,Set 7,0.00,0.00,NaN
Aaron's Farm,16/01/2018,Set 7,0.00,0.00,NaN
Aaron's Farm,17/01/2018,Set 7,0.00,0.00,NaN
Aaron's Farm,18/01/2018,Set 7,0.00,0.00,NaN
Aaron's Farm,19/01/2018,Set 7,0.00,0.00,NaN
Aaron's Farm,20/01/2018,Set 7,0.00,0.00,NaN
Aaron's Farm,21/01/2018,Set 7,0.00,0.00,NaN
Aaron's Farm,22/01/2018,Set 7,0.00,0.00,NaN
Aaron's Farm,23/01/2018,Set 7,0.00,0.00,NaN
Aaron's Farm,24/01/2018,Set 7,0.00,0.00,NaN
Aaron's Farm,25/01/2018,Set 7,0.00,0.00,NaN
Aaron's Farm,26/01/2018,Set 7,0.00,0.00,NaN
Aaron's Farm,27/01/2018,Set 7,0.00,0.00,NaN
Aaron's Farm,28/01/2018,Set 7,0.00,0.00,NaN
Aaron's Farm,29/01/2018,Set 7,0.00,0.00,NaN
Aaron's Farm,01/01/2018,Set 8,0.00,0.00,NaN
Aaron's Farm,02/01/2018,Set 8,0.00,0.00,NaN
Aaron's Farm,03/01/2018,Set 8,0.00,0.00,NaN
Aaron's Farm,04/01/2018,Set 8,0.00,0.00,NaN
Aaron's Farm,05/01/2018,Set 8,0.00,0.00,NaN
Aaron's Farm,06/01/2018,Set 8,0.00,0.00,NaN
Aaron's Farm,07/01/2018,Set 8,0.00,0.00,NaN
Aaron's Farm,08/01/2018,Set 8,0.00,0.00,NaN
Aaron's Farm,09/01/2018,Set 8,0.00,0.00,NaN
Aaron's Farm,10/01/2018,Set 8,0.00,0.00,NaN
Aaron's Farm,11/01/2018,Set 8,0.00,0.00,NaN
Aaron's Farm,12/01/2018,Set 8,0.00,0.00,NaN
Aaron's Farm,13/01/2018,Set 8,0.00,0.00,NaN
Aaron's Farm,14/01/2018,Set 8,0.00,0.00,NaN
Aaron's Farm,15/01/2018,Set 8,0.00,0.00,NaN
Aaron's Farm,16/01/2018,Set 8,0.00,0.00,NaN
Aaron's Farm,17/01/2018,Set 8,0.00,0.00,NaN
Aaron's Farm,18/01/2018,Set 8,0.00,0.00,NaN
Aaron's Farm,19/01/2018,Set 8,0.00,0.00,NaN
Aaron's Farm,20/01/2018,Set 8,0.00,0.00,NaN
Aaron's Farm,21/01/2018,Set 8,0.00,0.00,NaN
Aaron's Farm,22/01/2018,Set 8,0.00,0.00,NaN
Aaron's Farm,23/01/2018,Set 8,0.00,0.00,NaN
Aaron's Farm,24/01/2018,Set 8,0.00,0.00,NaN
Aaron's Farm,25/01/2018,Set 8,0.00,0.00,NaN
Aaron's Farm,26/01/2018,Set 8,0.00,0.00,NaN
Aaron's Farm,27/01/2018,Set 8,0.00,0.00,NaN
Aaron's Farm,28/01/2018,Set 8,0.00,0.00,NaN
Aaron's Farm,29/01/2018,Set 8,0.00,0.00,NaN
Aaron's Farm,01/01/2018,Set 9,0.00,0.00,NaN
Aaron's Farm,02/01/2018,Set 9,0.00,0.00,NaN
Aaron's Farm,03/01/2018,Set 9,0.00,0.00,NaN
Aaron's Farm,04/01/2018,Set 9,0.00,0.00,NaN
Aaron's Farm,05/01/2018,Set 9,0.00,0.00,NaN
Aaron's Farm,06/01/2018,Set 9,0.00,0.00,NaN
Aaron's Farm,07/01/2018,Set 9,0.00,0.00,NaN
Aaron's Farm,08/01/2018,Set 9,0.00,0.00,NaN
Aaron's Farm,09/01/2018,Set 9,0.00,0.00,NaN
Aaron's Farm,10/01/2018,Set 9,0.00,0.00,NaN
Aaron's Farm,11/01/2018,Set 9,0.00,0.00,NaN
Aaron's Farm,12/01/2018,Set 9,0.00,0.00,NaN
Aaron's Farm,13/01/2018,Set 9,0.00,0.00,NaN
Aaron's Farm,14/01/2018,Set 9,0.00,0.00,NaN
Aaron's Farm,15/01/2018,Set 9,0.00,0.00,NaN
Aaron's Farm,16/01/2018,Set 9,0.00,0.00,NaN
Aaron's Farm,17/01/2018,Set 9,0.00,0.00,NaN
Aaron's Farm,18/01/2018,Set 9,0.00,0.00,NaN
Aaron's Farm,19/01/2018,Set 9,0.00,0.00,NaN
Aaron's Farm,20/01/2018,Set 9,0.00,0.00,NaN
Aaron's Farm,21/01/2018,Set 9,0.00,0.00,NaN
Aaron's Farm,22/01/2018,Set 9,0.00,0.00,NaN
Aaron's Farm,23/01/2018,Set 9,0.00,0.00,NaN
Aaron's Farm,24/01/2018,Set 9,0.00,0.00,NaN
Aaron's Farm,25/01/2018,Set 9,0.00,0.00,NaN
Aaron's Farm,26/01/2018,Set 9,0.00,0.00,NaN
Aaron's Farm,27/01/2018,Set 9,0.00,0.00,NaN
Aaron's Farm,28/01/2018,Set 9,0.00,0.00,NaN
Aaron's Farm,29/01/2018,Set 9,0.00,0.00,NaN
Aaron's Farm,01/01/2018,Set 10,0.00,0.00,NaN
Aaron's Farm,02/01/2018,Set 10,0.00,0.00,NaN
Aaron's Farm,03/01/2018,Set 10,0.00,0.00,NaN
Aaron's Farm,04/01/2018,Set 10,0.00,0.00,NaN
Aaron's Farm,05/01/2018,Set 10,0.00,0.00,NaN
Aaron's Farm,06/01/2018,Set 10,0.00,0.00,NaN
Aaron's Farm,07/01/2018,Set 10,0.00,0.00,NaN
Aaron's Farm,08/01/2018,Set 10,0.00,0.00,NaN
Aaron's Farm,09/01/2018,Set 10,0.00,0.00,NaN
Aaron's Farm,10/01/2018,Set 10,0.00,0.00,NaN
Aaron's Farm,11/01/2018,Set 10,0.00,0.00,NaN
Aaron's Farm,12/01/2018,Set 10,0.00,0.00,NaN
Aaron's Farm,13/01/2018,Set 10,0.00,0.00,NaN
Aaron's Farm,14/01/2018,Set 10,0.00,0.00,NaN
Aaron's Farm,15/01/2018,Set 10,0.00,0.00,NaN
Aaron's Farm,16/01/2018,Set 10,0.00,0.00,NaN
Aaron's Farm,17/01/2018,Set 10,0.00,0.00,NaN
Aaron's Farm,18/01/2018,Set 10,0.00,0.00,NaN
Aaron's Farm,19/01/2018,Set 10,0.00,0.00,NaN
Aaron's Farm,20/01/2018,Set 10,0.00,0.00,NaN
Aaron's Farm,21/01/2018,Set 10,0.00,0.00,NaN
Aaron's Farm,22/01/2018,Set 10,0.00,0.00,NaN
Aaron's Farm,23/01/2018,Set 10,0.00,0.00,NaN
Aaron's Farm,24/01/2018,Set 10,0.00,0.00,NaN
Aaron's Farm,25/01/2018,Set 10,0.00,0.00,NaN
Aaron's Farm,26/01/2018,Set 10,0.00,0.00,NaN
Aaron's Farm,27/01/2018,Set 10,0.00,0.00,NaN
Aaron's Farm,28/01/2018,Set 10,0.00,0.00,NaN
Aaron's Farm,29/01/2018,Set 10,0.00,0.00,NaN
Aaron's Farm,01/01/2018,Set 11,0.00,0.00,NaN
Aaron's Farm,02/01/2018,Set 11,0.00,0.00,NaN
Aaron's Farm,03/01/2018,Set 11,0.00,0.00,NaN
Aaron's Farm,04/01/2018,Set 11,0.00,0.00,NaN
Aaron's Farm,05/01/2018,Set 11,0.00,0.00,NaN
Aaron's Farm,06/01/2018,Set 11,0.00,0.00,NaN
Aaron's Farm,07/01/2018,Set 11,0.00,0.00,NaN
Aaron's Farm,08/01/2018,Set 11,0.00,0.00,NaN
Aaron's Farm,09/01/2018,Set 11,0.00,0.00,NaN
Aaron's Farm,10/01/2018,Set 11,0.00,0.00,NaN
Aaron's Farm,11/01/2018,Set 11,0.00,0.00,NaN
Aaron's Farm,12/01/2018,Set 11,0.00,0.00,NaN
Aaron's Farm,13/01/2018,Set 11,0.00,0.00,NaN
Aaron's Farm,14/01/2018,Set 11,0.00,0.00,NaN
Aaron's Farm,15/01/2018,Set 11,0.00,0.00,NaN
Aaron's Farm,16/01/2018,Set 11,0.00,0.00,NaN
Aaron's Farm,17/01/2018,Set 11,0.00,0.00,NaN
Aaron's Farm,18/01/2018,Set 11,0.00,0.00,NaN
Aaron's Farm,19/01/2018,Set 11,0.00,0.00,NaN
Aaron's Farm,20/01/2018,Set 11,0.00,0.00,NaN
Aaron's Farm,21/01/2018,Set 11,0.00,0.00,NaN
Aaron's Farm,22/01/2018,Set 11,0.00,0.00,NaN
Aaron's Farm,23/01/2018,Set 11,0.00,0.00,NaN
Aaron's Farm,24/01/2018,Set 11,0.00,0.00,NaN
Aaron's Farm,25/01/2018,Set 11,0.00,0.00,NaN
Aaron's Farm,26/01/2018,Set 11,0.00,0.00,NaN
Aaron's Farm,27/01/2018,Set 11,0.00,0.00,NaN
Aaron's Farm,28/01/2018,Set 11,0.00,0.00,NaN
Aaron's Farm,29/01/2018,Set 11,0.00,0.00,NaN
Aaron's Farm,01/01/2018,Set 1,0.00,0.00,NaN
Aaron's Farm,02/01/2018,Set 1,0.00,0.00,NaN
Aaron's Farm,03/01/2018,Set 1,0.00,0.00,NaN
Aaron's Farm,04/01/2018,Set 1,0.00,0.00,NaN
Aaron's Farm,05/01/2018,Set 1,0.00,0.00,NaN
Aaron's Farm,06/01/2018,Set 1,0.00,0.00,NaN
Aaron's Farm,07/01/2018,Set 1,0.00,0.00,NaN
Aaron's Farm,08/01/2018,Set 1,0.00,0.00,NaN
Aaron's Farm,09/01/2018,Set 1,0.00,0.00,NaN
Aaron's Farm,10/01/2018,Set 1,0.00,0.00,NaN
Aaron's Farm,11/01/2018,Set 1,0.00,0.00,NaN
Aaron's Farm,12/01/2018,Set 1,0.00,0.00,NaN
Aaron's Farm,13/01/2018,Set 1,0.00,0.00,NaN
Aaron's Farm,14/01/2018,Set 1,0.00,0.00,NaN
Aaron's Farm,15/01/2018,Set 1,0.00,0.00,NaN
Aaron's Farm,16/01/2018,Set 1,0.00,0.00,NaN
Aaron's Farm,17/01/2018,Set 1,0.00,0.00,NaN
Aaron's Farm,18/01/2018,Set 1,0.00,0.00,NaN
Aaron's Farm,19/01/2018,Set 1,0.00,0.00,NaN
Aaron's Farm,20/01/2018,Set 1,0.00,0.00,NaN
Aaron's Farm,21/01/2018,Set 1,0.00,0.00,NaN
Aaron's Farm,22/01/2018,Set 1,0.00,0.00,NaN
Aaron's Farm,23/01/2018,Set 1,0.00,0.00,NaN
Aaron's Farm,24/01/2018,Set 1,0.00,0.00,NaN
Aaron's Farm,25/01/2018,Set 1,0.00,0.00,NaN
Aaron's Farm,26/01/2018,Set 1,0.00,0.00,NaN
Aaron's Farm,27/01/2018,Set 1,0.00,0.00,NaN
Aaron's Farm,28/01/2018,Set 1,0.00,0.00,NaN
Aaron's Farm,29/01/2018,Set 1,0.00,0.00,NaN
Aaron's Farm,01/01/2018,Set 2,0.00,0.00,NaN
Aaron's Farm,02/01/2018,Set 2,0.00,0.00,NaN
Aaron's Farm,03/01/2018,Set 2,0.00,0.00,NaN
Aaron's Farm,04/01/2018,Set 2,0.00,0.00,NaN
Aaron's Farm,05/01/2018,Set 2,0.00,0.00,NaN
Aaron's Farm,06/01/2018,Set 2,0.00,0.00,NaN
Aaron's Farm,07/01/2018,Set 2,0.00,0.00,NaN
Aaron's Farm,08/01/2018,Set 2,0.00,0.00,NaN
Aaron's Farm,09/01/2018,Set 2,0.00,0.00,NaN
Aaron's Farm,10/01/2018,Set 2,0.00,0.00,NaN
Aaron's Farm,11/01/2018,Set 2,0.00,0.00,NaN
Aaron's Farm,12/01/2018,Set 2,0.00,0.00,NaN
Aaron's Farm,13/01/2018,Set 2,0.00,0.00,NaN
Aaron's Farm,14/01/2018,Set 2,0.00,0.00,NaN
Aaron's Farm,15/01/2018,Set 2,0.00,0.00,NaN
Aaron's Farm,16/01/2018,Set 2,0.00,0.00,NaN
Aaron's Farm,17/01/2018,Set 2,0.00,0.00,NaN
Aaron's Farm,18/01/2018,Set 2,0.00,0.00,NaN
Aaron's Farm,19/01/2018,Set 2,0.00,0.00,NaN
Aaron's Farm,20/01/2018,Set 2,0.00,0.00,NaN
Aaron's Farm,21/01/2018,Set 2,0.00,0.00,NaN
Aaron's Farm,22/01/2018,Set 2,0.00,0.00,NaN
Aaron's Farm,23/01/2018,Set 2,0.00,0.00,NaN
Aaron's Farm,24/01/2018,Set 2,0.00,0.00,NaN
Aaron's Farm,25/01/2018,Set 2,0.00,0.00,NaN
